"Completeness"	"Contamination"
28.7577520124614	3.53606075979769
78.8305135443807	3.66441444959491
40.89769218117	2.87100130692124
88.3017404004931	0.799729123245925
94.0467284293845	3.65454269573092
4.55564993899316	1.78013814613223
52.8105488047004	5.36053720628843
89.2419044394046	5.03948712022975
55.1435014465824	9.45035103475675
45.6614735303447	3.41321283951402
95.6833345349878	4.64713774155825
45.3334156190977	0.825311816297472
67.7570635452867	8.60106846084818
57.2633401956409	3.95660639973357
10.2924682665616	7.35899350373074
89.9824970401824	1.71743405982852
24.608773435466	4.54761631321162
4.20595335308462	7.70204759435728
32.7920719282702	0.626499983482063
95.4503649147227	8.15081495093182
88.9539316063747	3.01142524462193
69.28034061566	3.64671027986333
64.0506813768297	3.12112791929394
99.4269776623696	0.373699648771435
65.5705799115822	5.1880492339842
70.8530468167737	6.79013415705413
54.4066024711356	9.03233560267836
59.414202044718	0.255266984459013
28.915973729454	9.89078270737082
14.7113647311926	3.02887624595314
96.3024232536554	9.39138400601223
90.2299045119435	6.87607581727207
69.0705278422683	4.47036994853988
79.5467417687178	8.16478138789535
2.46136845089495	0.394991978537291
47.7795971091837	7.39031685516238
75.8459537522867	3.48719493718818
21.6407935833558	8.29250823473558
31.8181007634848	5.35541391698644
23.1625785352662	2.74545363616198
14.2800022382289	8.00948211923242
41.4546335814521	0.91644694795832
41.3724326295778	8.32107774214819
36.8845450924709	2.76855072472245
15.2444747742265	7.53110099583864
13.880606344901	9.64152570115402
23.3034099452198	0.814665600191802
46.5962450252846	8.54364746483043
26.5972640365362	8.02238217089325
85.7827715342864	3.85173604590818
4.58311666734517	3.27597399009392
44.2200074205175	2.04938702983782
79.8924845643342	5.6938266265206
12.189925997518	8.88055190443993
56.0947983758524	5.29714091448113
20.653138961643	5.8695865678601
12.7531650243327	6.65735142538324
75.3307864302769	5.29892458580434
89.5045359153301	5.09842899395153
37.4462775886059	0.161604809109122
66.5115194628015	0.477099849376827
9.48406609240919	9.29350682534277
38.3969637798145	7.69285538699478
27.438364457339	2.01080616097897
81.4640038879588	6.50261500384659
44.8516341391951	6.53766682371497
81.0064353048801	3.95253761438653
81.2389509519562	8.12304828548804
79.4342321110889	5.47023417660967
43.9831687603146	8.85132651543245
75.4475158639252	5.53313987562433
62.9221131559461	9.06048111617565
71.0182401351631	5.87461367016658
0.0624773325398564	4.23463650979102
47.5316574098542	9.49585322989151
22.0118885161355	7.09037903463468
37.9816537722945	4.1330540808849
61.2771003274247	0.183640837203711
35.1797909243032	5.66734082764015
11.1135424347594	4.90063453093171
24.3619472719729	8.7867402122356
66.805558744818	8.12852687900886
41.7646779678762	8.54099977528676
78.8195834029466	3.67895947769284
10.2864644257352	8.73949912842363
43.4892741497606	1.51338171446696
98.4956979984418	2.8181166970171
89.3051114398986	6.66705157840624
88.6469060787931	9.77383576799184
17.5052650272846	5.82739736652002
13.0695691565052	5.26590079534799
65.3101925039664	0.607822248712182
34.3516472261399	9.69038863666356
